Tick,Date,Close,Vol_1M,Mkt_Cap,P2B,D2E,Prof_Marg,ESG_rank
BA,2006-07-31,55.507,31.047,61541.8262,4.0626,100.8873,-1.0677,
BA,2006-08-31,53.908,27.062,59538.6564,3.9455,100.8873,-1.0677,
BA,2006-09-29,56.75,19.673,62678.5455,3.9147,100.8873,-1.0677,
BA,2006-10-31,57.477,21.631,63148.4469,3.9648,91.8828,4.7086,
BA,2006-11-30,63.943,25.924,70004.1573,4.4108,91.8828,4.7086,
BA,2006-12-29,64.167,15.53,70249.2865,10.2613,91.8828,4.7086,
BA,2007-01-31,64.687,20.963,70818.6189,10.3445,201.2661,5.6382,
BA,2007-02-28,63.27,22.803,68871.2971,10.1177,201.2661,5.6382,
BA,2007-03-30,64.466,14.858,70173.585,8.6939,201.2661,5.6382,
BA,2007-04-30,67.431,15.551,73228.3385,9.0939,155.8902,5.7078,
BA,2007-05-31,73.207,13.14,79204.7158,9.8727,155.8902,5.7078,
BA,2007-06-29,69.983,16.63,75716.5272,9.0095,155.8902,5.7078,
BA,2007-07-31,75.274,19.401,81059.2791,9.6907,147.7719,6.1663,
BA,2007-08-31,70.615,31.255,75784.9008,9.0909,147.7719,6.1663,
BA,2007-09-28,76.669,18.231,82281.869,8.9277,147.7719,6.1663,
BA,2007-10-31,71.995,22.816,76413.454,8.3835,133.9369,6.7446,
BA,2007-11-30,67.82,20.745,71724.3233,7.8973,133.9369,6.7446,
BA,2007-12-31,64.097,24.583,67787.0036,5.2442,91.2594,5.9106,
BA,2008-01-31,60.961,32.2,64469.7343,4.9876,91.2594,5.9106,
BA,2008-02-29,60.973,26.634,63320.5399,4.9887,91.2594,5.9106,
BA,2008-03-31,54.772,31.052,56880.6308,4.3644,90.7787,7.5735,
BA,2008-04-30,62.498,27.663,63768.2759,4.9801,90.7787,7.5735,
BA,2008-05-30,61.243,25.119,62197.7398,4.8801,90.7787,7.5735,
BA,2008-06-30,48.627,35.342,49385.4713,4.0272,94.9034,5.023,
BA,2008-07-31,45.216,41.293,45236.3828,3.7447,94.9034,5.023,
BA,2008-08-29,48.808,42.785,48530.4739,4.0422,94.9034,5.023,
BA,2008-09-30,42.696,42.365,42453.061,3.459,87.2963,4.5446,
BA,2008-10-31,39.026,89.751,38415.1639,3.1616,87.2963,4.5446,
BA,2008-11-28,31.976,82.057,31240.718,2.5905,87.2963,4.5446,
BA,2008-12-31,32.006,58.388,31270.0313,2.5066,87.2963,-0.6791,
BA,2009-01-30,31.736,45.093,31006.211,2.5066,87.2963,-0.6791,
BA,2009-02-27,23.82,51.866,22829.4583,2.5066,87.2963,-0.6791,
BA,2009-03-31,26.957,58.479,25835.6274,2.5066,87.2963,3.6965,
BA,2009-04-30,30.343,53.507,29084.2249,2.5066,87.2963,3.6965,
BA,2009-05-29,34.314,38.632,32569.9747,2.5066,87.2963,3.6965,
BA,2009-06-30,32.516,47.798,30863.4097,125.962,2729.3413,5.8179,
BA,2009-07-31,32.83,39.187,31171.2105,127.1771,2729.3413,5.8179,
BA,2009-08-31,38.367,38.21,36081.8929,148.6261,2729.3413,5.8179,
BA,2009-09-30,41.827,34.359,39336.3097,163.4378,2729.3413,-9.372,
BA,2009-10-30,36.922,31.212,34731.438,163.4378,2729.3413,-9.372,
BA,2009-11-30,40.84,31.045,38081.0599,163.4378,2729.3413,-9.372,
BA,2009-12-31,42.18,19.491,39330.8104,14.3962,580.8539,7.0692,
BA,2010-01-29,47.222,35.544,44031.9067,16.1169,580.8539,7.0692,
BA,2010-02-26,49.553,34.017,45915.8243,16.9124,580.8539,7.0692,
BA,2010-03-31,56.967,20.852,55013.3716,14.1113,425.8967,3.4109,
BA,2010-04-30,56.825,21.749,54977.0136,14.0763,425.8967,3.4109,
BA,2010-05-31,50.645,41.074,48714.9625,12.5453,425.8967,3.4109,
BA,2010-06-30,49.517,41.257,47629.5403,11.7667,408.005,5.0536,
BA,2010-07-30,53.77,35.966,49856.7704,12.7774,408.005,5.0536,
BA,2010-08-31,48.531,32.236,44727.6838,11.5326,408.005,5.0536,
BA,2010-09-30,52.826,27.722,48686.0801,8.6983,272.8251,4.9331,
BA,2010-10-29,56.081,22.654,51820.1269,9.2343,272.8251,4.9331,
BA,2010-11-30,50.934,27.449,46780.4288,8.3867,272.8251,4.9331,
BA,2010-12-31,52.124,19.775,47873.4638,13.8556,433.9972,7.0332,
BA,2011-01-31,55.495,22,51085.8019,14.7516,433.9972,7.0332,
BA,2011-02-28,57.849,22.631,53020.6369,15.3776,433.9972,7.0332,
BA,2011-03-31,59.392,24.619,54434.3242,11.2036,291.7145,3.9302,
BA,2011-04-29,64.092,17.402,58899.562,12.0902,291.7145,3.9302,
BA,2011-05-31,63.017,18.271,57607.5811,11.8874,291.7145,3.9302,
BA,2011-06-30,59.706,20.257,54580.6545,9.3421,241.0448,5.6882,
BA,2011-07-29,56.911,21.339,52224.7174,8.9049,241.0448,5.6882,
BA,2011-08-31,54.362,53.626,49549.3771,8.506,241.0448,5.6882,
BA,2011-09-30,49.199,38.305,44843.4462,6.1252,204.2567,6.1939,
BA,2011-10-31,53.492,39.808,48897.3895,6.6597,204.2567,6.1939,
BA,2011-11-30,56.206,39.665,51052.7692,6.9976,204.2567,6.1939,
BA,2011-12-30,60.019,30.991,54516.2414,12.716,204.2567,6.1939,
BA,2012-01-31,60.698,16.398,55242.2001,12.8598,342.8769,7.1235,
BA,2012-02-29,61.689,11.684,55891.7758,13.0698,342.8769,7.1235,
BA,2012-03-30,61.212,13.711,55459.2578,9.117,342.8769,7.1235,
BA,2012-04-30,63.212,23.702,57527.0016,9.4149,227.0313,4.7619,
BA,2012-05-31,57.63,25.203,52141.3357,8.5835,227.0313,4.7619,
BA,2012-06-29,61.513,26.422,55654.3778,7.9631,227.0313,4.7619,
BA,2012-07-31,61.19,24.043,55565.3612,7.9213,190.1052,4.8338,
BA,2012-08-31,59.467,19.141,53678.3492,7.6982,190.1052,4.8338,
BA,2012-09-28,57.964,17.718,52321.3545,5.7576,190.1052,4.8338,
BA,2012-10-31,58.667,13.292,53117.1771,5.8275,145.6131,5.1579,
BA,2012-11-30,62.246,20.095,56012.8325,6.183,145.6131,5.1579,
BA,2012-12-31,63.151,12.093,56827.2355,8.1334,174.4428,4.3853,
BA,2013-01-31,61.902,24.459,55818.4245,7.9726,174.4428,4.3853,
BA,2013-02-28,64.855,17.217,58149.1291,8.3529,174.4428,4.3853,
BA,2013-03-29,72.403,19.025,64916.8105,7.358,174.4428,4.3853,
BA,2013-04-30,77.093,18.976,69351.0497,7.8345,121.3095,5.854,
BA,2013-05-31,83.94,17.969,75124.6137,8.5304,121.3095,5.854,
BA,2013-06-28,86.839,22.493,77719.3035,8.7005,121.3095,5.854,
BA,2013-07-31,89.094,27.602,79292.0997,8.9264,125.4979,4.9874,
BA,2013-08-30,88.495,17.018,78401.8554,8.8664,125.4979,4.9874,
BA,2013-09-30,100.059,19.293,88647.2095,8.4053,105.8343,5.2327,
BA,2013-10-31,111.13,24.807,98064.6726,9.3352,105.8343,5.2327,
BA,2013-11-29,114.74,25.133,100882.623,9.6385,105.8343,5.2327,
BA,2013-12-31,116.654,18.939,102565.8787,5.8612,64.2462,5.1839,
BA,2014-01-31,107.056,24.62,94127.0567,5.3789,64.2462,5.1839,
BA,2014-02-28,110.806,29.575,95839.7056,5.5673,64.2462,5.1839,50
BA,2014-03-31,107.858,18.572,93289.8282,5.4282,61.0606,4.7154,37.5
BA,2014-04-30,110.892,19.743,94084.5434,5.5809,61.0606,4.7154,37.5
BA,2014-05-30,116.899,14.639,98627.6119,5.8832,61.0606,4.7154,48
BA,2014-06-30,109.967,14.7,92779.2315,5.6415,62.6269,7.4983,30.769
BA,2014-07-31,104.133,16.747,86819.4587,5.3422,62.6269,7.4983,30.769
BA,2014-08-29,110.259,17.108,91373.7331,5.6565,62.6269,7.4983,30.769
BA,2014-09-30,110.763,13.692,91791.6887,5.4488,60.6682,5.7265,30.769
BA,2014-10-31,108.615,24.837,89052.1464,5.3431,60.6682,5.7265,30.769
BA,2014-11-28,117.514,19.118,95789.3394,5.7809,60.6682,5.7265,30.769
BA,2014-12-31,113.683,19.876,92666.7039,9.2722,103.1854,5.9915,30.769
BA,2015-01-30,127.144,27.27,103638.704,10.37,103.1854,5.9915,53.846
BA,2015-02-27,132.753,28.314,106256.8746,10.8275,103.1854,5.9915,53.846
BA,2015-03-31,132.075,21.58,105032.2477,11.5938,112.5529,6.0319,42.308
BA,2015-04-30,126.144,18.085,99122.0859,11.0731,112.5529,6.0319,42.308
BA,2015-05-29,124.455,17.354,97172.0072,10.9249,112.5529,6.0319,42.308
BA,2015-06-30,122.86,15.57,95927.2761,13.3583,142.9523,4.5227,42.308
BA,2015-07-31,127.687,18.305,97962.811,13.8831,142.9523,4.5227,46.154
BA,2015-08-31,116.478,28.914,88796.4219,12.6643,142.9523,4.5227,50
BA,2015-09-30,116.719,31.389,88979.8856,11.6192,132.8618,6.5921,50
BA,2015-10-30,131.978,24.907,99204.478,13.1383,132.8618,6.5921,23.077
BA,2015-11-30,130.444,16.766,97449.1208,12.9856,132.8618,6.5921,23.077
BA,2015-12-31,129.673,23.297,96872.9349,13.6453,155.7605,4.3524,20
BA,2016-01-29,107.737,41.235,80485.135,11.337,155.7605,4.3524,19.231
BA,2016-02-29,106.969,46.899,78294.7044,11.2562,155.7605,4.3524,19.231
BA,2016-03-31,114.898,20.1,82645.0137,18.1828,242.6693,5.3862,15.385
BA,2016-04-29,122.012,17.716,85869.1056,19.3087,242.6693,5.3862,19.231
BA,2016-05-31,115.114,21.053,80358.959,18.2171,242.6693,5.3862,19.231
BA,2016-06-30,118.508,27.706,82728.6406,126.7854,1702.473,-0.9453,19.231
BA,2016-07-29,121.967,27.753,83380.5735,130.4854,1702.473,-0.9453,15.385
BA,2016-08-31,119.104,12.753,80754.2663,127.4227,1702.473,-0.9453,19.231
BA,2016-09-30,121.211,17.288,82182.8277,35.9142,486.3256,9.5364,19.231
BA,2016-10-31,131.047,19.528,87902.9382,38.8284,486.3256,9.5364,15.385
BA,2016-11-30,139.591,21.168,92920.4969,41.36,486.3256,9.5364,15.385
BA,2016-12-30,144.338,11.205,96080.3863,109.0309,486.3256,9.5364,15.385
BA,2017-01-31,151.514,17.213,100857.2503,114.4516,1134.7777,7.969,15.385
BA,2017-02-28,168.536,18.005,111231.809,127.3103,1134.7777,7.969,24.138
BA,2017-03-31,165.385,13.233,107545.9062,1054.6209,6967.0968,7.19,24.138
BA,2017-04-28,172.838,13.7,111559.8751,1102.1463,6967.0968,7.19,17.241
BA,2017-05-31,176.799,14.538,113249.9018,1127.408,6967.0968,7.19,20
BA,2017-06-30,186.335,12.953,119358.1412,1186.4733,6967.0968,7.5875,22.581
BA,2017-07-31,228.465,30.419,143314.0778,1186.4733,6967.0968,7.5875,19.355
BA,2017-08-31,227.173,32.029,141659.0443,1186.4733,6967.0968,7.5875,20
BA,2017-09-29,240.965,13.785,150259.3076,132.542,6967.0968,7.5875,19.355
BA,2017-10-31,244.539,14.93,153647.3474,134.5077,940.4367,7.4722,16.129
BA,2017-11-30,263.788,17.637,164856.1352,145.096,940.4367,7.4722,16.129
BA,2017-12-29,281.047,17.036,175642.0622,100.3078,940.4367,7.4722,16.129
BA,2018-01-31,337.712,28.833,211055.3302,120.532,648.9784,13.4033,15.625
BA,2018-02-28,346.887,37.572,213156.9629,123.8067,648.9784,13.4033,15.625
BA,2018-03-30,314.01,29.685,192539.0051,150.1239,648.9784,13.4033,21.875
BA,2018-04-30,319.449,37.053,194325.7184,152.7246,959.322,10.5936,25
BA,2018-05-31,338.945,27.768,205161.725,162.0452,959.322,10.5936,19.355
BA,2018-06-29,322.92,26.321,195461.7513,153.988,959.322,10.5936,13.333
BA,2018-07-31,342.93,20.169,204697.3123,153.988,959.322,9.0527,13.333
BA,2018-08-31,331.557,21.634,196935.705,153.988,959.322,9.0527,13.333
BA,2018-09-28,359.713,17.869,213659.642,153.988,959.322,9.0527,13.333
BA,2018-10-31,343.231,35.573,201519.802,153.988,959.322,9.3971,16.667
BA,2018-11-30,336.946,39.749,196919.9306,153.988,959.322,9.3971,22.581
BA,2018-12-31,313.372,44.818,183143.0315,524.7285,3377.3171,12.0814,19.355
BA,2019-01-31,374.706,41.267,218987.8137,627.4289,3377.3171,12.0814,19.355
BA,2019-02-28,429.655,25.001,248570.8486,719.4399,3377.3171,12.0814,16.129
BA,2019-03-29,372.487,31.91,215304.7099,1678.9053,3377.3171,12.0814,17.647
BA,2019-04-30,368.844,27.589,212499.8845,1662.4868,6813.7931,9.3773,17.143
BA,2019-05-31,335.526,25.921,192200.1788,1512.3114,6813.7931,9.3773,18.919
BA,2019-06-28,357.527,26.535,204803.1003,1611.5208,6813.7931,9.3773,17.391
BA,2019-07-31,335.103,29.423,191985.4005,1611.5208,6813.7931,-18.6782,14.894
BA,2019-08-30,359.837,31.198,204877.0868,1611.5208,6813.7931,-18.6782,17.647
BA,2019-09-30,376.025,25.336,214094.2767,1611.5208,6813.7931,5.8408,17.647
BA,2019-10-31,335.939,29.692,191298.368,1611.5208,6813.7931,5.8408,17.647
BA,2019-11-29,364.014,26.93,206082.8937,1611.5208,6813.7931,5.8408,19.231
BA,2019-12-31,323.833,23.744,183334.8721,1611.5208,6813.7931,-5.639,18.75
BA,2020-01-31,316.388,25.781,179234.4532,1611.5208,6813.7931,-5.639,18.75
BA,2020-02-28,275.11,38.305,154928.8039,1611.5208,6813.7931,-5.639,13.725
BA,2020-03-31,149.14,180.711,84148.6437,1611.5208,6813.7931,-3.7142,13.725
BA,2020-04-30,141.02,145.199,79581.16,1611.5208,6813.7931,-3.7142,14.286
BA,2020-05-29,145.85,70.191,82306.8514,1611.5208,6813.7931,-3.7142,14.286
BA,2020-06-30,183.3,109.44,103440.8356,1611.5208,6813.7931,-20.1237,14.286
BA,2020-07-31,158,61.881,89182.9006,1611.5208,6813.7931,-20.1237,14
BA,2020-08-31,171.82,41.036,96983.5822,1611.5208,6813.7931,-20.1237,13.725
BA,2020-09-30,165.26,49.702,93280.7984,1611.5208,6813.7931,-3.1756,13.725
BA,2020-10-30,144.39,49.656,81512.4414,1611.5208,6813.7931,-3.1756,12.727
BA,2020-11-30,210.71,66.824,118952.0501,1611.5208,6813.7931,-3.1756,20.37
BA,2020-12-31,214.06,37.228,120843.2246,1611.5208,6813.7931,-55.0183,18.182
BA,2021-01-29,194.19,30.519,109626.0197,1611.5208,6813.7931,-55.0183,18.182
BA,2021-02-26,212.01,44.75,123601.1643,1611.5208,6813.7931,-55.0183,18.182
BAC,1999-12-31,14.5279,41.437,85822.5793,1.0987,411.1294,23.525,
BAC,2000-01-31,14.0214,56.102,82830.0112,1.0604,411.1294,23.525,
BAC,2000-02-29,13.3158,43.733,78661.7913,1.0071,411.1294,23.525,
BAC,2000-03-31,15.3461,42.875,87952.0003,1.1251,434.5372,26.1194,
BAC,2000-04-28,14.3401,47.091,82186.3745,1.0514,434.5372,26.1194,
BAC,2000-05-31,16.373,42.534,91873.0728,1.2004,434.5372,26.1194,
BAC,2000-06-30,12.6997,53.735,71261.1884,0.9129,466.0474,25.3533,
BAC,2000-07-31,13.9918,36.217,78511.6,1.0058,466.0474,25.3533,
BAC,2000-08-31,15.9821,34.32,88019.3365,1.1489,466.0474,25.3533,
BAC,2000-09-29,15.6221,33.913,86036.4803,1.0891,466.0474,25.3533,
BAC,2000-10-31,14.3358,49.007,78381.4773,0.9994,432.9243,22.1724,
BAC,2000-11-30,12.0793,46.695,64999.7633,0.8421,432.9243,22.1724,
BAC,2000-12-29,13.8752,52.248,74663.2649,0.9416,432.9243,22.1724,
BAC,2001-01-31,16.2782,48.154,87594.0472,1.1047,344.5683,17.3255,
BAC,2001-02-28,15.5033,33.949,82516.1314,1.0521,344.5683,17.3255,
BAC,2001-03-30,16.7417,46.785,87967.0696,1.0988,344.5683,17.3255,
BAC,2001-04-30,17.124,44.401,89975.4502,1.1239,346.5491,22.2328,
BAC,2001-05-31,18.2896,27.198,94971.8047,1.2004,346.5491,22.2328,
BAC,2001-06-29,18.5304,23.215,96222.0665,1.2052,346.5491,22.2328,
BAC,2001-07-31,19.6386,25.203,101863.6346,1.2773,358.5189,23.0831,
BAC,2001-08-31,18.9842,19.204,98611.8116,1.2348,358.5189,23.0831,
BAC,2001-09-28,18.1918,38.719,93641.135,1.1493,358.5189,23.0831,
BAC,2001-10-31,18.3756,44.527,93329.7914,1.161,342.0111,9.6334,
BAC,2001-11-30,19.1201,25.576,96570.2359,1.208,342.0111,9.6334,
BAC,2001-12-31,19.7997,27.244,99040.3446,1.2743,284.357,22.3501,
BAC,2002-01-31,19.8249,32.035,98282.4897,1.2759,284.357,22.3501,
BAC,2002-02-28,20.3057,36.576,99717.043,1.3069,284.357,22.3501,
BAC,2002-03-29,21.598,24.079,104820.19,1.3868,284.357,22.3501,
BAC,2002-04-30,23.0142,17.817,111946.8818,1.4778,334.9893,25.2287,
BAC,2002-05-31,24.0715,16.56,116696.4559,1.5457,334.9893,25.2287,
BAC,2002-06-28,22.5226,29.238,108307.1183,1.4312,334.9893,25.2287,
BAC,2002-07-31,21.287,37.979,100791.855,1.3527,377.0894,25.623,
BAC,2002-08-30,22.433,35.084,105304.6786,1.4255,377.0894,25.623,
BAC,2002-09-30,20.6069,33.065,95868.1292,1.285,390.2651,25.6572,
BAC,2002-10-31,22.5449,53.62,104850.8982,1.4058,390.2651,25.6572,
BAC,2002-11-29,22.6353,25.061,104888.6385,1.4115,390.2651,25.6572,
BAC,2002-12-31,22.68,23.142,104125.3222,1.3544,312.9812,28.7,
BAC,2003-01-31,22.8365,18.698,105123.4074,1.3637,312.9812,28.7,
BAC,2003-02-28,22.5725,19.515,103907.8476,1.3479,312.9812,28.7,
BAC,2003-03-31,21.9969,24.341,100418.3207,1.3178,391.1053,26.4427,
BAC,2003-04-30,24.3697,21.414,110892.1529,1.4599,391.1053,26.4427,
BAC,2003-05-30,24.4191,15.545,111154.5075,1.4629,391.1053,26.4427,
BAC,2003-06-30,26.2304,17.309,118390.0368,1.5404,477.9873,27.6119,
BAC,2003-07-31,27.4053,16.567,123550.6441,1.6094,477.9873,27.6119,
BAC,2003-08-29,26.3034,19.212,118449.4085,1.5447,477.9873,27.6119,
BAC,2003-09-30,26.1653,18.74,116640.9065,1.5468,431.5988,29.2903,
BAC,2003-10-31,25.3908,34.693,112795.0649,1.501,431.5988,29.2903,
BAC,2003-11-28,25.2902,34.327,112074.2752,1.4951,431.5988,29.2903,
BAC,2003-12-31,27.2512,8.879,119503.3005,3.2778,392.599,27.8277,
BAC,2004-01-30,27.6002,13.868,117395.5937,3.3198,392.599,27.8277,
BAC,2004-02-27,27.7561,12.548,118058.52,3.3385,392.599,27.8277,
BAC,2004-03-31,27.7062,14.304,117339.2885,1.6439,591.8649,26.7752,
BAC,2004-04-30,27.5386,14.767,164448.4784,1.634,591.8649,26.7752,
BAC,2004-05-31,28.4418,15.038,169485.1944,1.6876,591.8649,26.7752,
BAC,2004-06-30,29.2332,13.813,172523.0019,1.2436,330.582,27.859,
BAC,2004-07-30,29.368,12.037,172683.1935,1.2494,330.582,27.859,
BAC,2004-08-31,31.078,10.444,182961.2783,1.3221,330.582,27.859,
BAC,2004-09-30,30.2405,12.796,176249.7152,1.2528,358.9771,28.3178,
BAC,2004-10-29,31.2595,15.739,181357.5312,1.295,358.9771,28.3178,
BAC,2004-11-30,32.2924,12.37,186892.6973,1.3378,358.9771,28.3178,
BAC,2004-12-31,33.117,12.74,189800.9044,1.3406,331.3304,27.863,
BAC,2005-01-31,32.68,15.297,187638.3446,1.3229,331.3304,27.863,
BAC,2005-02-28,32.8773,14.713,188771.3776,1.3309,331.3304,27.863,
BAC,2005-03-31,31.3801,14.356,178765.4547,1.2889,439.8025,30.9432,
BAC,2005-04-29,32.049,13.337,181750.7499,1.3163,439.8025,30.9432,
BAC,2005-05-31,32.9598,11.652,186279.1369,1.3538,439.8025,30.9432,
BAC,2005-06-30,32.773,12.078,183423.822,1.3129,457.8009,31.2194,
BAC,2005-07-29,31.3287,14.052,175128.2882,1.255,457.8009,31.2194,
BAC,2005-08-31,31.282,10.865,172891.4409,1.2531,457.8009,31.2194,
BAC,2005-09-30,30.6059,13.137,169154.7679,1.2162,469.9253,27.0874,
BAC,2005-10-31,31.7982,14.631,175531.3965,1.2636,469.9253,27.0874,
BAC,2005-11-30,33.7216,13.57,184297.9372,1.34,469.9253,27.0874,
BAC,2005-12-30,33.9127,10.75,185342.1181,1.3395,469.9253,27.0874,
BAC,2006-01-31,32.5018,12.199,205437.4221,1.2838,500.9819,25.7474,
BAC,2006-02-28,33.6922,11.99,212961.9218,1.3308,500.9819,25.7474,
BAC,2006-03-31,33.8334,10.599,211706.4543,1.2001,394.5003,28.1838,
BAC,2006-04-28,37.0875,14.858,228699.3881,1.3155,394.5003,28.1838,
BAC,2006-05-31,36.3312,17.093,220873.5182,1.2887,394.5003,28.1838,
BAC,2006-06-30,36.106,17.241,219504.4674,1.2815,455.6723,30.051,
BAC,2006-07-31,38.6807,14.806,233324.7955,1.3729,455.6723,30.051,
BAC,2006-08-31,39.0539,9.712,232946.9622,1.3862,455.6723,30.051,
BAC,2006-09-29,40.6474,8.595,242451.3069,1.3771,455.6723,30.051,
BAC,2006-10-31,40.875,11.031,242315.0985,1.3848,445.9838,30.2013,
BAC,2006-11-30,41.2858,9.567,241823.5482,1.3987,445.9838,30.2013,
BAC,2006-12-29,40.9332,10.943,239757.8317,1.3781,445.9838,30.2013,
BAC,2007-01-31,40.3121,9.687,234409.5989,1.3572,423.2191,28.4323,
BAC,2007-02-28,39.4048,16.434,227327.7933,1.3266,423.2191,28.4323,
BAC,2007-03-30,39.5521,22.157,228177.5332,1.3301,423.2191,28.4323,
BAC,2007-04-30,39.4591,15.243,225948.6541,1.3269,460.5713,28.9452,
BAC,2007-05-31,39.7466,9.075,225039.392,1.3366,460.5713,28.9452,
BAC,2007-06-29,38.3201,11.311,216962.6479,1.2793,460.5713,28.9452,
BAC,2007-07-31,37.1679,15.723,210399.5068,1.2409,460.3966,29.4484,
BAC,2007-08-31,39.7231,26.254,224885.0762,1.3262,460.3966,29.4484,
BAC,2007-09-28,39.9017,18.653,223065.7612,1.3103,460.3966,29.4484,
BAC,2007-10-31,38.3221,18.564,214211.382,1.2585,450.6209,23.2155,
BAC,2007-11-30,36.6156,40.902,204739.6259,1.2024,450.6209,23.2155,
BAC,2007-12-31,33.2256,34.578,183125.0155,1.0355,468.2289,2.0931,
BAC,2008-01-31,35.5529,44.001,195932.634,1.108,468.2289,2.0931,
BAC,2008-02-29,32.0016,44.805,176534.1806,0.9974,468.2289,2.0931,
BAC,2008-03-31,31.0402,51.839,168404.9015,0.9943,441.0661,7.088,
BAC,2008-04-30,30.7373,46.952,167158.5079,0.9846,441.0661,7.088,
BAC,2008-05-30,27.847,29.643,151439.19,0.892,441.0661,7.088,
BAC,2008-06-30,19.9273,37.086,106287.9584,0.6405,426.1373,16.7856,
BAC,2008-07-31,27.4658,120.907,146501.965,0.8828,426.1373,16.7856,
BAC,2008-08-29,25.9965,87.339,142001.9124,0.8356,426.1373,16.7856,
BAC,2008-09-30,29.8035,147.352,159603.9478,0.9933,433.1125,5.9987,
BAC,2008-10-31,20.5815,158.515,121262.2236,0.6859,433.1125,5.9987,
BAC,2008-11-28,13.8373,129.897,81535.6604,0.4612,433.1125,5.9987,
BAC,2008-12-31,12.2626,152.566,70647.5137,0.4415,389.8476,-11.4094,
BAC,2009-01-30,5.7307,177.589,41836.7484,0.2063,389.8476,-11.4094,
BAC,2009-02-27,3.4401,236.757,25114.7654,0.1239,389.8476,-11.4094,
BAC,2009-03-31,5.956,212.225,43657.4641,0.2293,386.6825,11.8771,
BAC,2009-04-30,7.7987,184.009,57160.4852,0.3002,386.6825,11.8771,
BAC,2009-05-29,9.8423,140.499,86248.9303,0.3789,386.6825,11.8771,
BAC,2009-06-30,11.5379,57.628,110311.9617,0.508,337.2288,9.8371,
BAC,2009-07-31,12.9277,59.288,127955.0784,0.5692,337.2288,9.8371,
BAC,2009-08-31,15.3751,45.497,152181.5512,0.677,337.2288,9.8371,
BAC,2009-09-30,14.7985,35.367,146384.9828,0.6438,325.9113,-3.8448,
BAC,2009-10-30,12.7519,48.139,126140.2511,0.5547,325.9113,-3.8448,
BAC,2009-11-30,13.8626,43.953,137114.5423,0.6031,325.9113,-3.8448,
BAC,2009-12-31,13.18,27.232,149647.6021,0.587,358.04,-0.7736,
BAC,2010-01-29,13.285,37.451,150840.0138,0.5916,358.04,-0.7736,
BAC,2010-02-26,14.5802,40.943,165689.8499,0.6493,358.04,-0.7736,
BAC,2010-03-31,15.6312,19.786,179071.3046,0.7402,413.4451,9.9534,
BAC,2010-04-30,15.6137,31.216,178870.5774,0.7393,413.4451,9.9534,
BAC,2010-05-31,13.7835,49.833,157918.5592,0.6527,413.4451,9.9534,
BAC,2010-06-30,12.5919,43.49,144173.4241,0.5871,411.9816,10.7124,
BAC,2010-07-30,12.3027,44.02,140862.5522,0.5736,411.9816,10.7124,
BAC,2010-08-31,10.9182,24.703,125021.7053,0.5091,411.9816,10.7124,
BAC,2010-09-30,11.4905,31.789,131468.4505,0.5428,403.6057,-27.3371,
BAC,2010-10-29,10.0404,37.115,114877.4883,0.4743,403.6057,-27.3371,
BAC,2010-11-30,9.6028,33.334,110432.3647,0.4537,403.6057,-27.3371,
BAC,2010-12-31,11.7094,35.015,134535.8671,0.5579,361.7718,-5.5541,
BAC,2011-01-31,12.0518,34.399,138469.0746,0.5742,361.7718,-5.5541,
BAC,2011-02-28,12.5433,29.163,144631.2949,0.5976,361.7718,-5.5541,
BAC,2011-03-31,11.7091,27.987,134914.9868,0.5536,364.5935,7.6236,
BAC,2011-04-29,10.7867,17.774,124287.7748,0.5099,364.5935,7.6236,
BAC,2011-05-31,10.3212,17.021,119062.314,0.4879,364.5935,7.6236,
BAC,2011-06-30,9.6355,29.466,111057.2733,0.4749,356.3846,-66.6818,
BAC,2011-07-29,8.5365,31.15,98391.0697,0.4207,356.3846,-66.6818,
BAC,2011-08-31,7.1915,118.892,82797.1895,0.3544,356.3846,-66.6818,
BAC,2011-09-30,5.387,81.038,62021.8849,0.259,325.2853,21.9028,
BAC,2011-10-31,6.012,85.088,69218.1681,0.2891,325.2853,21.9028,
BAC,2011-11-30,4.7979,66.064,55139.1441,0.2307,325.2853,21.9028,
BAC,2011-12-30,4.9037,51.577,56355.4487,0.244,325.2853,21.9028,
BAC,2012-01-31,6.2884,48.494,72268.7679,0.313,296.9718,7.9998,
BAC,2012-02-29,7.038,34.685,85537.1377,0.3503,296.9718,7.9998,
BAC,2012-03-30,8.4508,42.684,102708.9596,0.4261,296.9718,7.9998,
BAC,2012-04-30,7.1616,39.75,87390.1445,0.3611,310.9996,2.9311,
BAC,2012-05-31,6.4992,34.712,79208.6747,0.3277,310.9996,2.9311,
BAC,2012-06-29,7.2331,50.154,88153.3277,0.3589,310.9996,2.9311,
BAC,2012-07-31,6.4904,39.817,79102.2195,0.322,298.438,11.2118,
BAC,2012-08-31,7.0651,19.037,86107.8321,0.3505,298.438,11.2118,
BAC,2012-09-28,7.8176,35.656,95160.4702,0.3832,298.438,11.2118,
BAC,2012-10-31,8.2515,24.387,100444.1247,0.4045,279.9192,1.6644,
BAC,2012-11-30,8.7296,35.865,106271.8503,0.428,279.9192,1.6644,
BAC,2012-12-31,10.2893,29.98,125133.487,0.5083,284.0873,3.9228,
BAC,2013-01-31,10.0323,32.013,122009.9448,0.4956,284.0873,3.9228,
BAC,2013-02-28,9.9615,31.71,121039.901,0.4921,284.0873,3.9228,
BAC,2013-03-29,10.8042,28.482,131790.9424,0.5351,284.0873,3.9228,
